file_path,Apps,BBB web,FSESL,Redis DB,Redis PubSub,best_module,best_likelihood
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLeftEvent.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLockedEvent.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserJoinedEvent.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUsersStatusEvent.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserMutedEvent.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserTalkingEvent.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\BroadcastConferenceCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\FreeswitchCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetAllUsersCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ForceEjectUserCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectAllUsersCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,5.00,3.00,90.00,0.00,2.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectUserCommand.java,5.00,0.00,90.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetUsersStatusCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckFreeswitchStatusCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,5.00,3.00,90.00,0.00,2.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckIfConfIsRunningCommand.java,5.00,5.00,90.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\ConferenceCheckRecordCommand.java,5.00,0.00,90.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\RecordConferenceCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\MuteUserCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\StopSoundCommand.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\TransferUserToMeetingCommand.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMember.java,5.00,5.00,90.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\XMLResponseConferenceListParser.java,5.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMemberFlags.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ESLEventListener.java,0.00,0.00,95.00,0.00,0.00,FSESL,95.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\DelayedCommandSenderService.java,5.00,0.00,90.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\IDelayedCommandListener.java,0.00,0.00,90.00,0.00,0.00,FSESL,90.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,5.00,3.00,87.00,0.00,0.00,FSESL,87.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,75.00,0.00,20.00,0.00,0.00,Apps,75.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\IVoiceConferenceService.java,85.00,0.00,10.00,0.00,5.00,Apps,85.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\FreeswitchConferenceEventListener.java,5.00,0.00,70.00,0.00,25.00,FSESL,70.00
akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\ConferenceServerListener.java,90.00,0.00,8.00,0.00,2.00,Apps,90.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageSender.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageReceiver.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessage.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageToSend.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageHandler.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageDistributor.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\ReceivedMessageHandler.java,0.00,0.00,0.00,0.00,100.00,Redis PubSub,100.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisAwareCommunicator.java,5.00,3.00,0.00,10.00,95.00,Redis PubSub,95.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\RedisStorageService.java,0.00,0.00,0.00,98.00,2.00,Redis DB,98.00
bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\Keys.java,0.00,0.00,0.00,10.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfFontType3DetectorHandler.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\SvgConversionHandler.java,95.00,0.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AbstractCommandHandler.java,90.00,5.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Png2SvgConversionHandler.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\AddNamespaceToSvgHandler.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfPageCounterHandler.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Office2PdfConverterHandler.java,10.00,5.00,0.00,0.00,0.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Pdf2PngPageConverterHandler.java,85.00,5.00,0.00,0.00,10.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\ImageResizerHandler.java,85.00,5.00,0.00,0.00,10.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\CountingPageException.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageExtractorImp.java,85.00,15.00,0.00,0.00,0.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ExternalProcessExecutor.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageResizerImp.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageCounterService.java,10.00,0.00,0.00,0.00,0.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,0.00,0.00,0.00,0.00,5.00,None,5.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeToPdfConversionService.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ImageSlidesGenerationService.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\BigPdfException.java,5.00,0.00,0.00,0.00,0.00,None,5.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator.java,0.00,100.00,0.00,0.00,0.00,BBB web,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageCounter.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationConversionCompletionService.java,15.00,5.00,0.00,0.00,80.00,Redis PubSub,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfPageDownscaler.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PngCreatorImp.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeDocumentValidator2.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PdfSlidesGenerationService.java,10.00,5.00,0.00,0.00,0.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationFileProcessor.java,0.00,0.00,0.00,0.00,0.00,None,0.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationToConvert.java,85.00,5.00,0.00,0.00,10.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,100.00,0.00,0.00,0.00,0.00,Apps,100.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SlidesGenerationProgressNotifier.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ThumbnailCreatorImp.java,5.00,5.00,0.00,0.00,0.00,None,5.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\TextFileCreatorImp.java,85.00,15.00,0.00,0.00,0.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\SvgImageCreatorImp.java,5.00,5.00,0.00,0.00,10.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PageConvertProgressMessage.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionProgress.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageGeneratedProgress.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocInvalidMimeType.java,85.00,5.00,0.00,0.00,10.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountExceeded.java,20.00,0.00,0.00,0.00,80.00,Redis PubSub,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCompletedProgress.java,5.00,0.00,0.00,0.00,95.00,Redis PubSub,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageConversionStarted.java,5.00,2.00,0.00,0.00,93.00,Redis PubSub,93.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IPresentationCompletionMessage.java,60.00,5.00,0.00,0.00,35.00,Apps,60.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountFailed.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionRequestReceived.java,70.00,0.00,0.00,0.00,30.00,Apps,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\IDocConversionMsg.java,30.00,5.00,0.00,0.00,65.00,Redis PubSub,65.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PresentationConvertMessage.java,35.00,0.00,0.00,0.00,65.00,Redis PubSub,65.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,70.00,0.00,0.00,0.00,30.00,Apps,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTimedoutMessage.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageAnalyser.java,90.00,5.00,0.00,0.00,5.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Page.java,90.00,5.00,0.00,2.00,3.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\FileTypeConstants.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionMessageConstants.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionService.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\OfficeToPdfConversionSuccessFilter.java,5.00,5.00,0.00,0.00,90.00,Redis PubSub,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\GeneratedSlidesInfoHelper.java,90.00,10.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ImageResizer.java,90.00,5.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ConversionUpdateMessage.java,10.00,5.00,0.00,0.00,85.00,Redis PubSub,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,85.00,10.00,0.00,0.00,0.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageConverter.java,85.00,15.00,0.00,0.00,0.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,10.00,5.00,0.00,0.00,5.00,None,10.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageCounter.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PngCreator.java,85.00,10.00,0.00,0.00,0.00,Apps,85.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SvgImageCreator.java,75.00,25.00,0.00,0.00,0.00,Apps,75.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageExtractor.java,5.00,0.00,0.00,0.00,0.00,None,5.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\TextFileCreator.java,70.00,15.00,0.00,0.00,0.00,Apps,70.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,15.00,80.00,0.00,0.00,5.00,BBB web,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\UploadedPresentation.java,90.00,5.00,0.00,3.00,2.00,Apps,90.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\PresentationUrlDownloadService.java,20.00,10.00,0.00,0.00,0.00,None,20.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,80.00,15.00,0.00,0.00,5.00,Apps,80.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedFileTypes.java,30.00,10.00,0.00,0.00,0.00,None,30.00
bbb-common-web\src\main\java\org\bigbluebutton\presentation\Util.java,95.00,5.00,0.00,0.00,0.00,Apps,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\DelayCallback.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\MeetingEndedEvent.java,0.00,100.00,0.00,0.00,0.00,BBB web,100.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\CallbackUrlService.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\ICallbackEvent.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnServer.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnEntry.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunTurnService.java,0.00,100.00,0.00,0.00,0.00,BBB web,100.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\RemoteIceCandidate.java,5.00,95.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunServer.java,0.00,100.00,0.00,0.00,0.00,BBB web,100.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveService.java,5.00,90.00,0.00,0.00,5.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\WaitingGuestCleanupTimerTask.java,5.00,90.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\EnteredUserCleanupTimerTask.java,10.00,90.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,5.00,90.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveMessage.java,5.00,90.00,0.00,0.00,5.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,10.00,85.00,0.00,5.00,0.00,BBB web,85.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePing.java,5.00,90.00,0.00,0.00,5.00,BBB web,90.00
bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAlivePong.java,5.00,90.00,0.00,0.00,5.00,BBB web,90.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\EslEventListener.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\HeartbeatThread.java,0.00,0.00,99.00,0.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\ExampleClient.java,0.00,0.00,99.00,0.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundPipelineFactory.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\Client.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundConnectionFailure.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundClientHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ChannelEventRunnable.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ExecutionHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\HeaderParser.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\IEslProtocolListener.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\AbstractEslClientHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\internal\ManagerConnectionImpl.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\ManagerConnection.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\DefaultManagerConnection.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupOutboundHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,0.00,0.00,99.00,0.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundPipelineFactory.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\SocketClient.java,0.00,0.00,99.00,0.00,0.00,FSESL,99.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\AbstractOutboundClientHandler.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEventHeaderNames.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\event\EslEvent.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslFrameDecoder.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslHeaders.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\transport\message\EslMessage.java,0.00,0.00,100.00,0.00,0.00,FSESL,100.00
