file_path,Apps,BBB web,FSESL,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java,4.00,0.00,95.00,0.00,0.00,1.00,FSESL,95.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,30.00,5.00,85.00,0.00,5.00,15.00,FSESL,85.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java,60.00,10.00,90.00,0.00,5.00,5.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,20.00,5.00,90.00,0.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,30.00,5.00,90.00,0.00,0.00,5.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,30.00,5.00,90.00,0.00,10.00,15.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java,30.00,5.00,90.00,0.00,10.00,15.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,0.00,0.00,0.00,0.00,0.00,0.00,Apps,0.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java,20.00,5.00,90.00,0.00,0.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,20.00,5.00,70.00,0.00,0.00,5.00,FSESL,70.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommandResult.java,30.00,5.00,85.00,0.00,5.00,25.00,FSESL,85.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,20.00,0.00,90.00,0.00,5.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/MuteUserCommand.java,20.00,0.00,80.00,0.00,0.00,0.00,FSESL,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommand.java,30.00,5.00,85.00,0.00,5.00,10.00,FSESL,85.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/EjectUserCommand.java,20.00,5.00,85.00,0.00,0.00,10.00,FSESL,85.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java,0.00,0.00,90.00,0.00,0.00,10.00,FSESL,90.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,20.00,5.00,80.00,0.00,0.00,5.00,FSESL,80.00
akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,30.00,5.00,90.00,0.00,5.00,10.00,FSESL,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/ImageResizerHandler.java,5.00,10.00,0.00,85.00,0.00,0.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,10.00,80.00,0.00,60.00,0.00,5.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java,10.00,25.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java,10.00,20.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfFontType3DetectorHandler.java,5.00,25.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,2.00,8.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,5.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,5.00,30.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ExternalProcessExecutor.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,0.00,10.00,0.00,85.00,0.00,5.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,5.00,15.00,0.00,80.00,0.00,0.00,Presentation Conversion,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,5.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java,10.00,20.00,0.00,95.00,5.00,10.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageCounter.java,10.00,20.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,0.00,5.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ThumbnailCreatorImp.java,0.00,1.00,0.00,99.00,0.00,0.00,Presentation Conversion,99.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,0.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,0.00,10.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,0.00,10.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,0.00,10.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,5.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,0.00,10.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java,10.00,30.00,0.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,10.00,30.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,10.00,30.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java,5.00,10.00,0.00,80.00,0.00,0.00,Presentation Conversion,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,10.00,20.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageToConvert.java,5.00,30.00,0.00,95.00,0.00,10.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/CountingPageException.java,10.00,70.00,0.00,85.00,0.00,0.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageResizerImp.java,5.00,15.00,0.00,85.00,0.00,0.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,20.00,30.00,0.00,85.00,5.00,10.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,0.00,10.00,0.00,85.00,0.00,5.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PresentationConvertMessage.java,20.00,30.00,0.00,90.00,5.00,15.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java,10.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,20.00,30.00,0.00,95.00,5.00,10.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PageConvertProgressMessage.java,20.00,80.00,0.00,95.00,5.00,10.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,3.00,1.00,0.00,95.00,0.00,1.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,20.00,30.00,0.00,80.00,0.00,10.00,Presentation Conversion,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,10.00,20.00,0.00,80.00,0.00,10.00,Presentation Conversion,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IDocConversionMsg.java,10.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTooLargeMessage.java,1.00,0.00,0.00,95.00,0.00,4.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java,10.00,20.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java,30.00,60.00,0.00,90.00,5.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,10.00,20.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountExceeded.java,10.00,20.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java,10.00,80.00,0.00,90.00,0.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java,20.00,60.00,0.00,95.00,0.00,10.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,10.00,20.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/TextFileCreator.java,5.00,15.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java,10.00,15.00,5.00,85.00,0.00,25.00,Presentation Conversion,85.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,10.00,30.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionService.java,5.00,15.00,0.00,95.00,0.00,5.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,10.00,30.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,20.00,30.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,10.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,10.00,30.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/SvgImageCreator.java,10.00,80.00,0.00,50.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,10.00,30.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,5.00,20.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,5.00,10.00,0.00,80.00,0.00,0.00,Presentation Conversion,80.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedFileTypes.java,10.00,30.00,0.00,95.00,0.00,0.00,Presentation Conversion,95.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,5.00,20.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java,5.00,20.00,0.00,90.00,0.00,10.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/ImageResizer.java,10.00,20.00,0.00,90.00,5.00,5.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/GeneratedSlidesInfoHelper.java,20.00,10.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,10.00,30.00,0.00,90.00,0.00,0.00,Presentation Conversion,90.00
bbb-common-web/src/main/java/org/bigbluebutton/common/messages/MessageBuilder.java,70.00,20.00,30.00,5.00,0.00,10.00,Apps,70.00
bbb-common-web/src/main/java/org/bigbluebutton/common/messages/BbbAppsIsAliveMessage.java,80.00,10.00,15.00,5.00,5.00,30.00,Apps,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Image.java,10.00,60.00,0.00,20.00,0.00,0.00,BBB web,60.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RecordingMetadata.java,20.00,70.00,0.00,0.00,5.00,5.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Group.java,10.00,80.00,0.00,0.00,5.00,5.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/GuestPolicy.java,10.00,80.00,5.00,5.00,5.00,5.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Poll.java,70.00,10.00,0.00,0.00,10.00,10.00,Apps,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Recordings.java,20.00,70.00,5.00,10.00,15.00,5.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoom.java,20.00,70.00,5.00,5.00,10.00,5.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Config.java,10.00,70.00,5.00,5.00,5.00,5.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Extensions.java,10.00,40.00,0.00,30.00,5.00,5.00,BBB web,40.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java,0.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoomsParams.java,10.00,80.00,0.00,0.00,5.00,5.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/LockSettingsParams.java,5.00,70.00,0.00,0.00,10.00,0.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Meeting.java,20.00,30.00,0.00,0.00,0.00,0.00,BBB web,30.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Playback.java,10.00,80.00,5.00,5.00,5.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/UserSession.java,70.00,30.00,5.00,0.00,10.00,5.00,Apps,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RegisteredUser.java,40.00,60.00,5.00,0.00,10.00,5.00,BBB web,60.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingLayout.java,10.00,85.00,0.00,0.00,0.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Preview.java,10.00,70.00,0.00,20.00,0.00,0.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Recording.java,10.00,85.00,0.00,10.00,30.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/User.java,90.00,10.00,0.00,0.00,0.00,0.00,Apps,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Metadata.java,10.00,60.00,5.00,10.00,5.00,10.00,BBB web,60.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingInfo.java,20.00,80.00,5.00,0.00,10.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/CaptionTrack.java,20.00,80.00,0.00,0.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/RecordingMetadataPlayback.java,10.00,70.00,0.00,15.00,5.00,0.00,BBB web,70.00
bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Extension.java,0.00,0.00,0.00,0.00,0.00,0.00,Apps,0.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/NotNullList.java,10.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/NotEmptyList.java,10.00,85.00,5.00,0.00,0.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/PatternList.java,0.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/list/SizeList.java,10.00,80.00,5.00,5.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java,10.00,80.00,0.00,0.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/GetChecksumConstraint.java,10.00,90.00,5.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/PasswordConstraint.java,0.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/NotEmpty.java,20.00,90.00,5.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/PostChecksumConstraint.java,4.00,95.00,1.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/Pattern.java,10.00,80.00,5.00,5.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java,10.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingExistsConstraint.java,20.00,85.00,0.00,0.00,5.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java,10.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsIntegralConstraint.java,5.00,85.00,0.00,0.00,0.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/Size.java,5.00,85.00,0.00,0.00,0.00,0.00,BBB web,85.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsBooleanConstraint.java,0.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/JoinPasswordConstraint.java,5.00,95.00,0.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/GuestPolicyConstraint.java,10.00,90.00,0.00,0.00,0.00,0.00,BBB web,90.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/UserSessionConstraint.java,10.00,80.00,0.00,0.00,0.00,0.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/NotNull.java,5.00,95.00,0.00,0.00,0.00,0.00,BBB web,95.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/GetChecksum.java,10.00,80.00,5.00,0.00,0.00,5.00,BBB web,80.00
bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/ModeratorPassword.java,10.00,70.00,5.00,0.00,5.00,10.00,BBB web,70.00
